min_t,max_t,min_f,max_f,label,min_y,min_x,max_y,max_x,shp_001,shp_002,shp_003,shp_004,shp_005,shp_006,shp_007,shp_008,shp_009,shp_010,shp_011,shp_012,shp_013,shp_014,shp_015,shp_016,fname
48.0,51.0,2500.0,5500.0,1.0,53,2249,117,2390,0.137296259669423,0.16392059297794354,0.09521761657829597,0.0993923672434306,0.06807422187019915,0.07134647585699008,0.07155161777899788,0.06465702517806489,0.04530713824766453,0.04119171668314378,0.08118483154377738,0.057822542345729686,0.02860633383544874,0.03048521396793237,0.10986771673042901,0.08107911842710537,VEG19_20190808_160000.wav
51.0,54.0,2500.0,5500.0,1.0,53,2390,117,2531,0.13407336276972784,0.1558245581411364,0.09018808130507665,0.09447281769624989,0.06812245744084128,0.07118775810252241,0.06826431434274159,0.061070562207146926,0.045022105914174326,0.042678921010131717,0.08784522759523429,0.05662236724074999,0.025890917514867832,0.026444793007994186,0.11728645041684609,0.0859132225589454,VEG19_20190808_160000.wav
54.0,57.0,2500.0,5500.0,0,53,2531,117,2671,0.13307015854057846,0.15719234782027014,0.09205314538434091,0.09774888189521808,0.05853052992341106,0.0643991848621552,0.06450754108224722,0.06024940372917934,0.03477220422969804,0.03340886247699624,0.0781177622447648,0.05231261006012463,0.017464429187993184,0.01960159295268026,0.1114674341777374,0.075425570037544,VEG19_20190808_160000.wav
57.0,59.95733333333333,2500.0,5500.0,0,53,2671,117,2810,0.1293578858729891,0.15410149963952247,0.09204048650490564,0.09895991197792818,0.05619047444009089,0.062116023767945124,0.06278894379130587,0.059657912324159415,0.02555490807610828,0.029037500924729134,0.07363600051638998,0.04675486885389506,0.012817341180097126,0.012493833929900099,0.11194475693417501,0.07275181368375773,VEG19_20190808_160000.wav
0.010666666666666666,3.0,2500.0,5500.0,0,53,0,117,140,0.12193981011186161,0.14621803921983179,0.08350835076087897,0.0914744660689413,0.04776114672217433,0.05258591104082961,0.048504991688266524,0.05086217627083977,0.023325923449307912,0.02509267106423425,0.031016672328378327,0.027639238891710157,0.01227089051355088,0.012421479461379123,0.04523296670968513,0.03220168819074382,RUG12_20190809_163000.wav
3.0,6.0,2500.0,5500.0,0,53,140,117,281,0.12108415498412428,0.14495247407814302,0.08045828203166347,0.08703830528112684,0.049619287778267546,0.05389932687359103,0.046221492084843094,0.04975854388194839,0.027095967458910943,0.028937876660191982,0.028826020456947637,0.027575140149620127,0.013922129764452146,0.015558773802758653,0.04085371134323946,0.027591061414959976,RUG12_20190809_163000.wav
6.0,9.0,2500.0,5500.0,0,53,281,117,421,0.12056661467880722,0.1442572201555347,0.08042182418207172,0.08787601447237499,0.05654088005898669,0.06228828774249043,0.04490017021961082,0.04844951770892479,0.030823297969960764,0.02985549132215878,0.03130060544782262,0.02933289659102346,0.0250212703366594,0.0240664282066745,0.03872554102083954,0.02970141209486569,RUG12_20190809_163000.wav
9.0,12.0,2500.0,5500.0,0,53,421,117,562,0.12452603431807281,0.15051292540371816,0.07985111100596103,0.0867181839432918,0.050246259662716966,0.05556070378527966,0.04633924563906204,0.050157236155635956,0.02927919430417402,0.02927807018951307,0.030846928740066015,0.02590059525725298,0.01698339309960178,0.01867282416528716,0.045382740473574365,0.030959749565947645,RUG12_20190809_163000.wav
12.0,15.0,2500.0,5500.0,0,53,562,117,703,0.11871828965822176,0.14221472566640356,0.07884167365993194,0.08676130258189502,0.05084399046570078,0.058028182453346906,0.04554458546178377,0.04658155824726701,0.02607809639440072,0.027342711543972293,0.03321493123589352,0.029529348309786888,0.018461523368464516,0.018832713031811835,0.04539611078003492,0.03258235148115412,RUG12_20190809_163000.wav
15.0,18.0,2500.0,5500.0,1.0,53,703,117,843,0.13309650568889353,0.1528194854978852,0.08029823794330583,0.08656327245883302,0.07325199179615673,0.07767206566540484,0.051878543867047586,0.04973325559794695,0.05453792192516741,0.05086113228882847,0.05330687459083717,0.04205841519078287,0.04980337112562932,0.04274032270906644,0.0833107965297814,0.060841207709735716,RUG12_20190809_163000.wav
18.0,21.0,2500.0,5500.0,1.0,53,843,117,984,0.14359586503492322,0.1605698549624934,0.08168095565110653,0.08679840886188114,0.10318607442460953,0.09670785213491954,0.057991708695095276,0.052299849491583394,0.10153779013181298,0.08976402860445869,0.07866903465369025,0.054875114514744236,0.07939695799845857,0.07713752567788863,0.1461928983181015,0.10668806230077701,RUG12_20190809_163000.wav
21.0,24.0,2500.0,5500.0,1.0,53,984,117,1124,0.1435743113157017,0.16155496304888034,0.08435117987504646,0.08820638295760765,0.10863534308305191,0.10173642068734133,0.0643938856228334,0.06032425221756474,0.1039610202164386,0.09514847868676968,0.08418164726798016,0.05956729854041206,0.08625941794722007,0.08386501344056511,0.15517869485798122,0.11529397613321928,RUG12_20190809_163000.wav
24.0,27.0,2500.0,5500.0,1.0,53,1124,117,1265,0.14895989312982957,0.16467406799046713,0.08409896949009761,0.08977477180749531,0.10706105005771038,0.1063899072275723,0.06070242547976802,0.05514401080222668,0.10597932507504726,0.08693149745165013,0.08059232774669553,0.05392945548622225,0.09084204052247334,0.10161443636263609,0.14596302749757342,0.10994376144982067,RUG12_20190809_163000.wav
27.0,30.0,2500.0,5500.0,1.0,53,1265,117,1406,0.14784000905953298,0.16230565199674632,0.08241233493729822,0.0864035644743794,0.11198035423759535,0.11299559755961704,0.06516921404778306,0.05783021749978127,0.10988863377531037,0.0925904470416924,0.08459202748343161,0.05698637124932172,0.09295150250928085,0.08810721109704821,0.1547588131623211,0.12078024589034542,RUG12_20190809_163000.wav
30.0,33.0,2500.0,5500.0,1.0,53,1406,117,1546,0.14117544130678805,0.15727226866465085,0.08168692266031924,0.08638293455952947,0.10420964972988966,0.10479936325852149,0.06554126063386082,0.058639661280364436,0.10205486593235628,0.08870829907575573,0.08572654577130343,0.060415668450140306,0.09152577821981307,0.08583039622919109,0.15219619207882015,0.11972346263317213,RUG12_20190809_163000.wav
33.0,36.0,2500.0,5500.0,1.0,53,1546,117,1687,0.13730504610898478,0.1550627842248754,0.07910592980263446,0.08606290210418402,0.09175851199630493,0.09227513215580507,0.05443883444156681,0.05148783542360535,0.08535914614556063,0.07150665137981232,0.06748677809624101,0.04807073444434048,0.09275302683414713,0.0891171880252684,0.12458873340354605,0.0926961776237688,RUG12_20190809_163000.wav
36.0,39.0,2500.0,5500.0,1.0,53,1687,117,1828,0.14173579098169542,0.15956649691514355,0.08069467000180965,0.0848586574226026,0.0883271039141859,0.08938668173631248,0.057376536599939,0.05611508795891082,0.08182626239325937,0.06877217888210072,0.0660754339570744,0.04526557111209514,0.09212057972203158,0.08908693043885706,0.1245941664019442,0.09383584161749377,RUG12_20190809_163000.wav
39.0,42.0,2500.0,5500.0,1.0,53,1828,117,1968,0.14133915171123407,0.15932493452677626,0.08392923930602296,0.08912918755903058,0.0916273468218154,0.09225190712414462,0.060375291733738984,0.05536374645327999,0.08503762837567794,0.06992690929438683,0.07482316730772753,0.0523225260384505,0.08808430826837671,0.09286449181305385,0.13408200431069525,0.10154414097471444,RUG12_20190809_163000.wav
42.0,45.0,2500.0,5500.0,1.0,53,1968,117,2109,0.13053475969740178,0.1500314636847749,0.07932704770932635,0.08461749138949519,0.07363877478706145,0.07959628626746572,0.053919238850761525,0.05306532250206861,0.049034874674748305,0.04396540919992519,0.052024937318495834,0.03709589446558078,0.04809347136149256,0.04485843349348539,0.09452381718327431,0.0695106611051316,RUG12_20190809_163000.wav
45.0,48.0,2500.0,5500.0,0,53,2109,117,2249,0.12094571970730654,0.14140121658413107,0.07813531786703524,0.08582517321644702,0.05638061032041241,0.06372739230629751,0.046693397200612635,0.048020050814536135,0.028167546376012872,0.02805373881851485,0.03400830403522904,0.027499222727213495,0.016027451769813662,0.016850243863463028,0.06022751505602251,0.038476108284304256,RUG12_20190809_163000.wav
48.0,51.0,2500.0,5500.0,0,53,2249,117,2390,0.11647233454014685,0.1388500531020191,0.07648198346427752,0.08491077459960211,0.050558606611996064,0.05720843019869857,0.043217016402421024,0.04600908753476682,0.025603341874844778,0.027225297341536656,0.03135429826096285,0.026236701809275998,0.014770071141400394,0.01680530095655054,0.05159198808972258,0.033720860199393014,RUG12_20190809_163000.wav
51.0,54.0,2500.0,5500.0,0,53,2390,117,2531,0.1221682993700914,0.14526936906778795,0.07973681069326276,0.08628083831082442,0.046932386518792,0.05140636129923725,0.04950912290841518,0.050374897304286174,0.025989801065048376,0.02668985057000075,0.03474445504494285,0.029754984883549565,0.012165681483967314,0.012883730333794904,0.05585015239409408,0.03511897499041311,RUG12_20190809_163000.wav
54.0,57.0,2500.0,5500.0,0,53,2531,117,2671,0.1200695954589224,0.14395228676575753,0.07807781415750635,0.08486518469710058,0.050356342528501075,0.05801281052173302,0.043845104847254464,0.046588477999042636,0.023680633191565884,0.025356499112266697,0.03236917096101665,0.024838672043860043,0.012910458328028077,0.013619917501234168,0.057805626322551755,0.035894641420982164,RUG12_20190809_163000.wav
57.0,59.95733333333333,2500.0,5500.0,0,53,2671,117,2810,0.12064480743352023,0.14271238848712187,0.08082448659387963,0.08761199973966234,0.052192452159526205,0.058825561501764045,0.04616647550971655,0.04789694764262583,0.023645715325089002,0.0252125378346054,0.036044336978147094,0.02762004451404162,0.014252217088767604,0.014802137327128057,0.061672271070041945,0.03967219385526913,RUG12_20190809_163000.wav
0.010666666666666666,3.0,2500.0,5500.0,0,53,0,117,140,0.1274041948830035,0.15031842478982693,0.08387484234679465,0.09038464221948996,0.058659492856107005,0.060904463086288295,0.050673441005580196,0.05210627895401476,0.03489261758533298,0.03569817884524633,0.03809951215186575,0.029953003107353052,0.017575390601046143,0.016585604085242546,0.0697562429768486,0.04417113335777848,RUG12_20190810_170000.wav
3.0,6.0,2500.0,5500.0,0,53,140,117,281,0.12968286131383608,0.15002903087599082,0.0812611716480289,0.08853211634536758,0.06063096918076778,0.06344184399076433,0.048333127324368244,0.0497017657711486,0.04185694587944725,0.04106268681460499,0.04503465776342922,0.03495130339918656,0.022670949898847832,0.023723777894824556,0.08303020849037974,0.05395148407716387,RUG12_20190810_170000.wav
6.0,9.0,2500.0,5500.0,0,53,281,117,421,0.12553633441204645,0.14751585950579643,0.07968890866265052,0.08635990400902277,0.06015353150397013,0.06186979609023249,0.04813999655026242,0.0486464497143217,0.038736985835790834,0.039596476211159394,0.04330882327780441,0.033408540772622286,0.02295058212369898,0.023325643678629014,0.08171651330022894,0.05161379198736928,RUG12_20190810_170000.wav
9.0,12.0,2500.0,5500.0,0,53,421,117,562,0.1228360559192673,0.14849055606079894,0.08159015937629885,0.08938054269121218,0.05521818957049985,0.05858822263866882,0.05058868282636357,0.05155289449332695,0.0301939110719745,0.033054654348900335,0.039005261828764654,0.03253951007575739,0.014817633487517641,0.013916343041638371,0.05791769476950916,0.03868590240583117,RUG12_20190810_170000.wav
12.0,15.0,2500.0,5500.0,0,53,562,117,703,0.12327452544838312,0.147022910734185,0.08116222040357024,0.08886211005304859,0.05572434153257993,0.06318832309443298,0.04727656772426123,0.050339422729881934,0.025619707054700822,0.027626857488312746,0.03199759556626888,0.02561235054844725,0.02142940505948946,0.018007019884734736,0.054355492646701566,0.03646655100351308,RUG12_20190810_170000.wav
15.0,18.0,2500.0,5500.0,0,53,703,117,843,0.12372005747670052,0.14574700289075807,0.08072492609486921,0.08840019708283456,0.05723332572899137,0.06459767997895834,0.04829460133809891,0.050119775467767504,0.02795069828579602,0.028942067914285174,0.03391178825188093,0.029110769945879803,0.021972459173963295,0.020158863225042362,0.051705560732666925,0.03417405874498268,RUG12_20190810_170000.wav
18.0,21.0,2500.0,5500.0,0,53,843,117,984,0.12565606966269743,0.14984181447829403,0.07787915944726738,0.084632693998521,0.05938875189261528,0.06754351274443596,0.045721586163911365,0.04784527819285264,0.030618145458116613,0.028869212135773675,0.033610745132435046,0.027424614648628744,0.023582680172480983,0.022892373709690807,0.05292716508445832,0.03360240273858376,RUG12_20190810_170000.wav
21.0,24.0,2500.0,5500.0,0,53,984,117,1124,0.12431513601882851,0.14716093363184246,0.08495866453470756,0.09236389114179394,0.0606525309584707,0.06904555446710998,0.04849502120978462,0.052608329211347726,0.034744340010574463,0.031792164541734266,0.030218935920919683,0.025376117722742217,0.03390467956948872,0.03351886977792418,0.049639967349441545,0.032309136031321115,RUG12_20190810_170000.wav
24.0,27.0,2500.0,5500.0,0,53,1124,117,1265,0.12078131429759983,0.14520216923478482,0.08591794562527467,0.0923740167196835,0.06043895920236652,0.06664855099720918,0.04964031255347539,0.05471885262796628,0.03093067415423036,0.03032224798414385,0.032895992156282985,0.02877536499666817,0.030803960295328208,0.028016948084807276,0.048935594837253724,0.031629349783645865,RUG12_20190810_170000.wav
27.0,30.0,2500.0,5500.0,0,53,1265,117,1406,0.12230259565144684,0.14648759582000404,0.0825264379100089,0.08956289362308817,0.06407496098601345,0.07254359932251199,0.049963755900692866,0.05338215910597444,0.03166049604876356,0.031264799488182476,0.036378121420055844,0.031255142373243665,0.028528453297835554,0.026732180609705194,0.050248329345517866,0.03333769089557866,RUG12_20190810_170000.wav
30.0,33.0,2500.0,5500.0,0,53,1406,117,1546,0.12309773620767367,0.1481815768406843,0.08154320839707073,0.08926076855797882,0.06287160864844306,0.07272345509218546,0.05200015574739616,0.05278607368751547,0.027555093208521383,0.029386506843119223,0.037680465094744146,0.030838074148981154,0.025750906087751223,0.025021352964426445,0.05662162545794975,0.041086108793375126,RUG12_20190810_170000.wav
33.0,36.0,2500.0,5500.0,0,53,1546,117,1687,0.12121345075694917,0.1446214563227896,0.0828392409680143,0.08789030653177529,0.06212290292667816,0.0708146046654557,0.05046201403362993,0.05117658131693364,0.029330286204749596,0.03067567635111902,0.040606575626306714,0.0318094384736308,0.017365602852603794,0.019862349114941353,0.06089994513907983,0.04270826709928824,RUG12_20190810_170000.wav
36.0,39.0,2500.0,5500.0,0,53,1687,117,1828,0.12701545542039544,0.15131183875841536,0.08191111117248938,0.08873059540257905,0.06085761361087069,0.0698422712159518,0.05077446558025547,0.052871098897975345,0.02895866808833783,0.029264364713127385,0.04481517035439297,0.03375054840665207,0.01612826080539915,0.01962226450009381,0.06809441542871218,0.054230152434785676,RUG12_20190810_170000.wav
39.0,42.0,2500.0,5500.0,0,53,1828,117,1968,0.1286085919940632,0.1527420378118822,0.08325034194787581,0.09045220888174302,0.06093961914991877,0.0687914543281003,0.046332975140102546,0.04916898212854396,0.03219532951205612,0.03401295681376615,0.035868685803893526,0.029067000334763327,0.022873036099360065,0.022930706196382045,0.0553950137592065,0.04051582118005437,RUG12_20190810_170000.wav
42.0,45.0,2500.0,5500.0,0,53,1968,117,2109,0.12279822866303758,0.14476541964380074,0.08368362778075712,0.09006290690882335,0.058176786138059364,0.06611960199643932,0.05143450890044098,0.053657860043443605,0.02665819942222463,0.02712029477021855,0.041646150118559044,0.03451140962174171,0.02158449009493003,0.020246534049254698,0.05911400367591414,0.04656019475031833,RUG12_20190810_170000.wav
45.0,48.0,2500.0,5500.0,0,53,2109,117,2249,0.1316589284096716,0.1528675580629073,0.08612483830935644,0.09381494656025738,0.06711327372693615,0.07072594430191884,0.05219709186988698,0.05325060486098821,0.03934164292370334,0.04067322116786693,0.04511815188578129,0.034076583721175314,0.023654672275990926,0.02351432652726197,0.07203777091926158,0.05230903544225778,RUG12_20190810_170000.wav
48.0,51.0,2500.0,5500.0,1.0,53,2249,117,2390,0.13529058655239118,0.15289723110277192,0.08453631179235149,0.08952050239943864,0.08320929169342102,0.07928260557406117,0.058366234118769886,0.05615420601218056,0.07656038932340609,0.06929099760785583,0.06472573212400044,0.046031210101305384,0.0554203485433613,0.0550697843079491,0.12010272328101022,0.08611221187971914,RUG12_20190810_170000.wav
51.0,54.0,2500.0,5500.0,1.0,53,2390,117,2531,0.14644186368093295,0.16597280827485153,0.08030442981912793,0.08638516555047297,0.09861764853298251,0.09244813027133526,0.05690080565391319,0.05247091953991188,0.0908765521484235,0.08392565868152921,0.0681829486138819,0.0478156548803377,0.07778502766130557,0.06445161004081658,0.14110049036512234,0.09226522660166794,RUG12_20190810_170000.wav
54.0,57.0,2500.0,5500.0,1.0,53,2531,117,2671,0.14574993952520215,0.1653664507170105,0.08405277462604432,0.09010964622403451,0.09495161158177458,0.08781643114226041,0.058580304315056765,0.053833470140821446,0.09119179247807663,0.08338593340857565,0.07082038331529728,0.05194321882902842,0.08005616077574192,0.07100110945330029,0.14787063829006658,0.09494765830120551,RUG12_20190810_170000.wav
57.0,59.95733333333333,2500.0,5500.0,1.0,53,2671,117,2810,0.14372787599181994,0.15898372148544565,0.08282443377951065,0.08741775183022857,0.10652150433303609,0.09877589612672807,0.06180307624346007,0.05717152253370038,0.09664441380465642,0.08894843935256937,0.07229305455592168,0.050896887855266575,0.07841007253833848,0.07219554810980591,0.15524133768567744,0.10274339095750352,RUG12_20190810_170000.wav
0.010666666666666666,3.0,2500.0,5500.0,0,53,0,117,140,0.13966354778160495,0.16778780942249383,0.08855541965471826,0.09157601483634138,0.07641097215031994,0.07765487735204084,0.09063579461192271,0.07447860747264345,0.05301998934130966,0.059357226760947505,0.13345846754433222,0.10898365130053274,0.031173533255002578,0.027349671930734072,0.15523301107556356,0.11912271167164713,RUG06_20190803_170000.wav
3.0,6.0,2500.0,5500.0,0,53,140,117,281,0.15144273783691992,0.17934711344409382,0.09486940555674543,0.09579447156744003,0.08575139850308616,0.08686031852899669,0.10027753538543724,0.0818260732230559,0.056815675829358224,0.06362583804349702,0.15010629550119636,0.1181930260118595,0.024828531306480318,0.02595442304740335,0.16330960373454462,0.1301838432284991,RUG06_20190803_170000.wav
6.0,9.0,2500.0,5500.0,0,53,281,117,421,0.15160057249748546,0.17659815552502037,0.0964025386023133,0.09702891611872048,0.08986964492701967,0.09034886376610866,0.10160252225804936,0.08305927491716328,0.06399734470589277,0.06799013157661667,0.1476958431413454,0.11246056361176995,0.035873880035831245,0.0360139424775209,0.15480423662488235,0.12369245819388729,RUG06_20190803_170000.wav
9.0,12.0,2500.0,5500.0,0,53,421,117,562,0.148629718669244,0.17260831154798859,0.09417556702515925,0.09668127654571802,0.08491728028963685,0.09090889473625322,0.09960420657184281,0.08026265227890769,0.05459809469907911,0.05649293340100244,0.1560998916906605,0.11289612977811242,0.03490548314891015,0.032190879788863674,0.16355745424914853,0.13672670287891722,RUG06_20190803_170000.wav
12.0,15.0,2500.0,5500.0,0,53,562,117,703,0.1499492605423687,0.17599224218926912,0.09694180356723549,0.10006010492121661,0.08177455859971518,0.08652376185287015,0.09037556425247668,0.07642043869660263,0.06005812075173611,0.054556609709811986,0.13111328156960533,0.10354208067902661,0.055157045349023416,0.05354692670642374,0.11564357539577613,0.09822372489769987,RUG06_20190803_170000.wav
15.0,18.0,2500.0,5500.0,0,53,703,117,843,0.1531804246357075,0.17456085813976677,0.090981197999687,0.0948643504118061,0.09021898288221808,0.0912019813679133,0.07368387866146527,0.07046969913755305,0.06848523603573048,0.06459294983884949,0.08079911037152908,0.06698609404519981,0.06285585328996374,0.056504780672567124,0.09278972290669589,0.08082856979910102,RUG06_20190803_170000.wav
18.0,21.0,2500.0,5500.0,0,53,843,117,984,0.16373567971223854,0.1883336137918903,0.09280609322731684,0.09807598020418531,0.10761076101716971,0.11286837936613318,0.07439982285996097,0.07013397593203308,0.08081359422002575,0.07383788428069957,0.07733982067894202,0.0664553682991062,0.07509013613012083,0.07120193092937269,0.07609888643210311,0.06993284746769116,RUG06_20190803_170000.wav
21.0,24.0,2500.0,5500.0,0,53,984,117,1124,0.14823265104305997,0.17152605858468126,0.09042233319227175,0.0948148564191382,0.08763595731332913,0.09678512209499181,0.0779923532124268,0.0734958340252884,0.05594133295089809,0.05393960864984952,0.08213835992535147,0.07108289551080349,0.057926038666510866,0.0554711361091672,0.08380750454301807,0.07336508625798496,RUG06_20190803_170000.wav
24.0,27.0,2500.0,5500.0,0,53,1124,117,1265,0.1512011938176132,0.17638544951272841,0.08907730050829343,0.09233894826995197,0.09072767827511541,0.09835414380920257,0.0733644709240493,0.06962895670611248,0.05755973980766094,0.052984342808829174,0.08487393800988889,0.072253033029111,0.05399940364097971,0.04938597496330147,0.09217654632113108,0.08301531257441422,RUG06_20190803_170000.wav
27.0,30.0,2500.0,5500.0,0,53,1265,117,1406,0.15336889913307647,0.17927792860750416,0.08634384520941045,0.09036244351723609,0.0916070968412686,0.10118965138170906,0.06896533868029542,0.06670697907019411,0.058258360197001424,0.055441275622110195,0.07001358469332952,0.05850179075137829,0.052442081057474325,0.058486494778715016,0.07905946390225221,0.06878949710441352,RUG06_20190803_170000.wav
30.0,33.0,2500.0,5500.0,0,53,1406,117,1546,0.17027790887675304,0.1978721098234303,0.08790874707210666,0.09156225555449708,0.11189948837777987,0.12295555399813528,0.07573408400095837,0.0695986111531206,0.06970065601197137,0.06719470842795269,0.08730882269325789,0.07037860396541433,0.06604125474840704,0.06739178353599483,0.09868098139039744,0.08543072764092524,RUG06_20190803_170000.wav
33.0,36.0,2500.0,5500.0,0,53,1546,117,1687,0.1442100644224639,0.16946911236791692,0.09304198226138449,0.09529746960415005,0.08941590053722531,0.09894524818007326,0.08840094722337849,0.07741111023157213,0.060869174259420414,0.059323591631492166,0.11341907816396464,0.09105149343885605,0.05979148031581605,0.06521466633705175,0.14933657435360922,0.12204417816507566,RUG06_20190803_170000.wav
